date,1_score,2_score,3_score,4_score,total_score,Price
2023/10/22,0.957364611,-0.7549761140492472,0.285433352,0.358615393,0.34084308,92.16
2023/10/23,-0.943319551,0.334580578,-0.882019666394178,0.382036331069348,0.755620939,89.83
2023/10/24,0.690619006,-0.7549761140492472,0.056716696,0.382036331069348,0.891945127,88.07
2023/10/25,0.121528703,-0.7549761140492472,-0.882019666394178,0.382036331069348,0.288098198,90.13
2023/10/26,-0.31604994,0.427171434,-0.882019666394178,0.382036331069348,0.282576419,87.93
2023/10/27,0.006666533,-0.7549761140492472,0.654440165,0.566378566,0.3232783307091835,87.93
2023/10/28,0.685849988,-0.572957028,0.374748771,0.382036331069348,0.498604978,87.93
