,date,vader_score,dict_score
0,2023-07-31,0.9982,0.599999976000001
1,2023-08-01,0.9648,0.0
2,2023-08-02,-0.9951,-0.8571427959183717
3,2023-08-03,0.128,-0.9999990000010001
4,2023-08-04,0.2023,0.9999990000010001
5,2023-08-07,0.9934499999999999,0.4444444012345734
6,2023-08-09,0.9311,-0.3333333055555579
7,2023-08-10,0.95625,-0.044871790885930664
8,2023-08-11,0.9948,-0.16666665277777895
9,2023-08-12,0.9896,0.24999996875000394
10,2023-08-14,0.87405,0.025882348030450253
11,2023-08-15,0.0,0.0
12,2023-08-17,0.9708666666666667,-0.4267310403121076
13,2023-08-18,-0.43655,-0.40740737997256754
14,2023-08-19,0.9846,0.0
15,2023-08-21,0.9393,-0.9999997500000625
16,2023-08-23,0.9679,0.0
17,2023-08-27,0.9933,0.2727272479338866
18,2023-08-30,0.9952000000000001,0.4142856881632675
19,2023-08-31,0.8429,-0.19607837408690826
20,2023-09-01,-0.3291,-0.99999950000025
21,2023-09-03,0.8625,-0.33333329629630043
22,2023-09-04,0.9905999999999999,0.24505927141495862
23,2023-09-05,0.2329,-0.6923076390532585
24,2023-09-06,0.99045,0.15151514110805078
25,2023-09-07,0.9908,0.0
26,2023-09-08,0.94725,-0.27777774382716547
27,2023-09-10,-0.9773,-0.8888888395061756
28,2023-09-11,0.9909,-0.599999880000024
29,2023-09-13,0.9134,-0.199999960000008
30,2023-09-14,0.9148333333333333,-0.21079363877611565
31,2023-09-15,0.5702,-0.5555554938271674
32,2023-09-17,0.93605,-0.5555555246913597
33,2023-09-19,0.8504,0.6666666111111158
34,2023-09-22,0.017600000000000005,0.14285713265306196
35,2023-09-24,0.33076666666666665,-0.3666666197222305
36,2023-09-25,0.9866999999999999,-0.13564212951094146
37,2023-09-26,0.7109,-0.34126981931846967
38,2023-09-27,0.8834333333333334,-0.011363633759469985
39,2023-09-29,0.9883,-0.3173076692862449
40,2023-09-30,0.9431,-0.11111109876543349
41,2023-10-01,0.9033000000000001,0.10285712404898244
42,2023-10-02,0.743375,-0.23768112427957272
43,2023-10-03,0.62295,-0.10185185063058103
44,2023-10-04,0.13302,-0.5197681656940911
45,2023-10-05,0.868125,0.43264748875391684
46,2023-10-06,0.8753333333333333,-2.0833325546180486e-08
47,2023-10-07,0.9946,-0.16666665277777895
48,2023-10-08,0.97865,-0.07142856632653098
49,2023-10-09,0.09716666666666667,-0.4273504009423643
50,2023-10-10,0.58694,0.02592596564470052
51,2023-10-11,0.7007333333333333,-0.13846138883645365
52,2023-10-12,0.6169833333333333,-0.3271242799457017
53,2023-10-13,0.38507142857142856,-0.21226535615218012
54,2023-10-14,-0.955,-0.4999999791666675
55,2023-10-16,0.3887,-0.2642244138575712
56,2023-10-17,0.74186,0.009186317790742981
57,2023-10-18,0.7088666666666668,0.004071073721961018
58,2023-10-19,0.304075,-0.06938991396311121
59,2023-10-20,0.69275,-0.2286324613065248
60,2023-10-21,-0.879,-0.5652173667296797
61,2023-10-22,0.8316,-0.9999990000010001
62,2023-10-23,0.6553666666666667,0.21201205608573495
63,2023-10-24,0.13458,-0.5949243993740921
64,2023-10-25,0.64554,0.1944445232251611
65,2023-10-26,0.9022,0.0
66,2023-10-27,0.99476,0.39131767668355744
67,2023-10-28,0.9947,0.5714285306122479
68,2023-10-29,0.9432,-0.7777776913580343
69,2023-10-30,-0.0751,-0.9166661319449474
