,date,vader_score,dict_score
0,2023-07-31,-0.9659,-0.5492063260191495
1,2023-08-01,0.9564,0.0
2,2023-08-04,0.05259999999999998,-0.4841628789029715
3,2023-08-06,0.99065,-0.28333331527777894
4,2023-08-07,0.9929,-0.20779219335469845
5,2023-08-10,0.98775,-0.3165265965601933
6,2023-08-11,0.9986,0.6923076390532585
7,2023-08-14,0.9952,-0.19999998000000202
8,2023-08-15,0.95855,-0.20955881097264348
9,2023-08-16,0.8923,-0.4999999791666675
10,2023-08-17,0.9975,-0.21739129489603065
11,2023-08-18,0.9918,-0.3333333142857154
12,2023-08-22,-0.9628,-0.7647058373702448
13,2023-08-24,-0.9826,-0.8666666088888928
14,2023-08-25,0.98925,0.18888887876543264
15,2023-08-26,-0.8611,-0.5384615177514801
16,2023-08-28,0.9763,-0.17647057785467188
17,2023-08-30,0.8467,-0.6874999785156257
18,2023-08-31,0.09110000000000001,-0.7099999607666692
19,2023-09-02,0.9905,0.04347825897920613
20,2023-09-04,0.35124999999999995,-0.3499999862500005
21,2023-09-05,0.00379999999999997,-0.39495796857566623
22,2023-09-07,0.062350000000000017,-0.5777777269135851
23,2023-09-08,0.9822,-0.679999972800001
24,2023-09-10,0.9978,0.04761904535147403
25,2023-09-14,0.8719,-0.2499999791666684
26,2023-09-15,0.9908,0.4285713673469475
27,2023-09-17,0.8753,-0.5555555246913597
28,2023-09-18,0.9487,-0.684210490304711
29,2023-09-19,0.9931,-0.29999998500000075
30,2023-09-20,0.9411,-0.37931033174791956
31,2023-09-22,0.3227666666666667,-0.6851851366598121
32,2023-09-23,0.9954,-0.42857139795918586
33,2023-09-24,-0.9639,-0.4999999687500019
34,2023-09-25,0.9709,-0.4545454338842984
35,2023-09-26,0.9222,-0.7241379060642101
36,2023-09-27,0.013849999999999973,-0.29999999166666685
37,2023-09-28,0.037849999999999995,-0.5220587992538939
38,2023-09-29,-0.06983333333333334,-0.5743816706761072
39,2023-10-01,0.9618,-0.11999999520000018
40,2023-10-02,0.07255,-0.623931566440213
41,2023-10-03,0.9801571428571428,-0.1480904811591759
42,2023-10-04,0.767625,-0.47652063737437445
43,2023-10-05,0.6017,-0.18898009971160823
44,2023-10-06,0.5690000000000001,-0.4263130775154369
45,2023-10-07,0.7329428571428572,-0.619074215384733
46,2023-10-08,0.9865999999999999,-0.6942355544625993
47,2023-10-09,0.9425250000000001,-0.6717168866827347
48,2023-10-10,0.6007428571428571,-0.45809461322912254
49,2023-10-11,0.665875,-0.5335734644016036
50,2023-10-12,0.4861166666666667,-0.4792124788766443
51,2023-10-13,0.06581666666666668,-0.42598341995392874
52,2023-10-14,0.9604,-0.9999996666667778
53,2023-10-15,0.68345,-0.4782608487712674
54,2023-10-16,0.5105999999999999,-0.3920948404002965
55,2023-10-17,0.57655,-0.413591008303661
56,2023-10-18,0.86166,-0.2678792665066103
57,2023-10-19,0.7725222222222222,-0.3099841251933724
58,2023-10-20,0.8100285714285713,-0.32284794531082717
59,2023-10-21,0.05914999999999998,-0.1826086866981731
60,2023-10-23,0.15242857142857144,-0.2867243718576101
61,2023-10-24,0.45386666666666664,-0.567413238258886
62,2023-10-25,0.16464,-0.19172655736131886
63,2023-10-26,0.96776,-0.1943196432261858
64,2023-10-27,-0.2734,-0.30767948310204135
65,2023-10-28,0.492625,-0.3124999864518774
66,2023-10-29,0.9948,-0.18181817355371938
67,2023-10-30,-0.23863333333333336,-0.6579638461023495
